AR,AutoARIMA,fbprophet
0.04454743475939503,209.16827003156098,0.048401662585538935
0.03619608207257849,116.4549817269258,0.05473465200836974
0.04924118140594412,145.23730478965263,0.037788465882751344
0.029432450328242793,123.62670230310506,0.033850013549501734
0.028535470570804328,206.13717404095485,0.0347052886535216
0.031122547445779844,205.24028542231915,0.06792705332419119
0.03144612267114899,158.42993236042705,0.06547225570993094
0.06529611516226616,98.82907945286655,0.08699545887503393
0.0562193072818281,209.14879038114015,0.07698877448339819
0.02059994492536399,153.76495384417146,0.06276427028739198
0.05464141089585978,109.72823763937646,0.04786068897476547
0.06617754619327666,124.56849575552984,0.03793225393001225
0.05693837670150925,102.23936282593559,0.04729177588090984
0.04774664506559553,137.1858250931037,0.04542613963567334
0.02651001385118182,199.0869314797255,0.05593707611611847
0.033475158782713885,87.44193359961574,0.08400153993178248
0.017190066654750594,102.9195598064974,0.057667855118616086
0.04517033505899115,127.29773108119497,0.09164705446067187
0.056492955863902905,49.70534221683205,0.04362662865235119
0.0651163859750073,179.23617727546835,0.03558202936881757
0.025570613848098615,86.90882135917562,0.03829620308432869
0.027615658187965467,52.17937172760473,0.09844370179790318
0.04098997621121396,105.55793279243088,0.07608161056268906
0.03616139335715182,131.18502516288652,0.048616296331710177
0.023397718842838543,120.9883136996188,0.0720506483676681
0.0390600041504834,113.61899122639821,0.07051684872120242
0.039001475194499605,206.293748129951,0.03572376023856396
0.021326084306413307,54.15233568223445,0.06242452768556482
0.057856943725862364,76.58419762579383,0.09058062794293471
0.06292278778700569,187.0176523168059,0.053248765098227006
0.020394951856882015,207.07371258013416,0.07501926327452732
0.05417928877838088,133.88423055287598,0.09971954699599903
0.028522912513970405,123.5647570250429,0.04807400707761461
0.017618323835483667,93.7490971418974,0.08101895958232097
0.046562185949834925,71.54090775439806,0.052560752496864496
0.05885598744929271,130.49864922051364,0.07842870076411444
0.02658348139325411,192.12885075391898,0.0979788680015059
0.06332101315412525,55.303626857232885,0.07313849465190855
0.03507305619726042,63.4617608009973,0.04317453976894241
0.044736883830308605,158.25213757791838,0.07792694730044417
0.04879894407976114,160.83044048585367,0.04683394733732143
0.06275031694639328,51.65739012044851,0.06253638441662597
0.04775884038506517,81.70098856280129,0.034221276691170546
0.03641911188650147,46.79374199013939,0.05712223161308523
0.020618797256445914,55.7062489544929,0.036916472140393106
0.02635923352595899,189.54776712782893,0.053082855048796125
0.04813862570457597,143.2875883256859,0.03574780423847435
0.031226696044104704,141.01455389612423,0.047857711297385745
0.06363323452231219,200.1587032030365,0.035301483889952
0.05903570796035956,201.78767225449423,0.09018614155668386
0.04510769841413752,65.72221246172661,0.0753972424555295
0.06471463773182279,94.41429498913178,0.08501528735213679
0.04285473519200568,63.601152707270614,0.0804454846381962
0.044123422256012,108.56965204736642,0.08730314371686654
0.04964146498340605,205.96454617455467,0.04941035661667156
0.016827350261981892,188.0094336120264,0.07123033426495724
0.06536786568446407,119.42216613143246,0.08834986327455913
0.02975423947049716,62.67514394978494,0.038384386692267125
0.03828866054977864,126.2269075694793,0.06816238250154583
0.04062317172416535,92.81234381569273,0.08737771306268055
0.05059136128634553,66.69103211028647,0.0637323376077818
0.026042781366609518,106.74743549710091,0.07140258457176608
0.05512914244989561,157.9760887160829,0.07300442494236094
0.04956278989716631,186.13331955045598,0.050670214922422435
0.026696538555485275,113.43938190280494,0.054533039354642945
0.02128669678268834,65.67686289705749,0.09822222237282077
0.05451126437170653,190.84427292703376,0.07816686702329047
