pol,pol_name,pol_type,smape_AR,smape_AutoARIMA,smape_fbprophet
49,Orange - Area,stage,100.00446796054139,104.18938778167825,92.47212180281426
18,Rising - Stage,stage,65.82009694201761,91.35304995601324,90.22977487313365
5,Camping C,camping,48.09757767748108,31.806077177329872,46.70966489862919
25,Camping E,camping,55.57624196732913,42.73193085680713,57.62091365357244
11,Trade Zone,food,83.47537624173017,131.99347184168028,77.89972685338303
16,Bridge (East/West),bridge,57.76725684733242,44.81523140971462,80.89291676912707
10,Street City,food,39.54226193649167,31.970904958810987,51.56786770909729
