POLYGON;HOUR;INPUT;RMSE;RSQUARED;SMAPE;name;type
2;32;96;40.079028430034064;0.5127285145424914;38.40021351701636;Bus/Taxi;transport
2;24;72;39.62210827770804;0.570821186629629;43.13429138706986;Bus/Taxi;transport
2;16;48;36.58923213627975;0.6785103878030898;49.75425277336652;Bus/Taxi;transport
2;12;36;38.510559741279955;0.5484658256963952;61.20371836214268;Bus/Taxi;transport
2;8;24;35.98994569912378;0.5734200775352294;73.91070085638147;Bus/Taxi;transport
2;4;12;39.547337627806584;0.6411164883737487;62.34291670437776;Bus/Taxi;transport
2;2;6;49.0861222976493;-0.6318814089853024;33.04619448950548;Bus/Taxi;transport
2;1;3;50.71250550134709;-15.836387654495311;32.20416814998697;Bus/Taxi;transport
3;32;96;1042.9224401675583;-0.2554416861108122;96.25487253587394;Arena - Stage;stage
3;24;72;983.2661337656698;-0.212627686067961;109.685477742462;Arena - Stage;stage
3;16;48;741.2941948424026;0.45316437418041877;118.12663351830662;Arena - Stage;stage
3;12;36;596.7228834181396;0.3795950760564667;144.81058504391964;Arena - Stage;stage
3;8;24;555.8257855947807;0.3064390966745064;167.54480587269282;Arena - Stage;stage
3;4;12;688.3710845713775;0.36657588819013587;146.16682130783488;Arena - Stage;stage
3;2;6;918.1179205755654;0.0862963173857989;102.5095438615365;Arena - Stage;stage
3;1;3;1236.7299216370457;-15.973485107743954;85.84504887462525;Arena - Stage;stage
4;32;96;31.11322706643783;0.36891881194110865;20.24744616724891;Camping Q (GAT Central);camping
4;24;72;29.57912567596268;0.47998479729059973;19.52460734990624;Camping Q (GAT Central);camping
4;16;48;29.417067275682637;0.5803151407042346;19.387648216655638;Camping Q (GAT Central);camping
4;12;36;29.900797414249375;0.6221127202185256;20.215793028617703;Camping Q (GAT Central);camping
4;8;24;31.098561034517207;0.40388022942352586;22.415784882818997;Camping Q (GAT Central);camping
4;4;12;41.05838290852861;0.20867517358362608;28.469344272587865;Camping Q (GAT Central);camping
4;2;6;55.80828536417443;-3.3553683173138733;37.244718782264414;Camping Q (GAT Central);camping
4;1;3;26.724130588906267;-24.28067807904126;20.939985479948557;Camping Q (GAT Central);camping
5;32;96;159.99380069563284;-0.06481999385701709;42.30784215400457;Camping C;camping
5;24;72;163.5655563558891;-0.09510755041526275;49.16597252136207;Camping C;camping
5;16;48;165.3804408252669;0.052686273005898565;59.23005332317442;Camping C;camping
5;12;36;185.3727501946016;-0.17264054567787523;75.07138132109525;Camping C;camping
5;8;24;220.95138155896447;-1.5429747658383381;106.32969858374382;Camping C;camping
5;4;12;236.51251507447043;-2.493120918697855;75.07860468715153;Camping C;camping
5;2;6;197.02590149036655;-3.009937851725499;33.75538431530493;Camping C;camping
5;1;3;148.05443218542788;-11.354580746653214;27.598316955008706;Camping C;camping
6;32;96;1898.6358748654022;0.756055045513372;51.285714529500716;Roskilde Festival (Inner area);main
6;24;72;2026.9428137336688;0.7195326376178119;63.72755351692455;Roskilde Festival (Inner area);main
6;16;48;1419.581173407402;0.8171475636514467;81.53599842798505;Roskilde Festival (Inner area);main
6;12;36;1556.1534964505413;0.34870873875938213;105.22256434429961;Roskilde Festival (Inner area);main
6;8;24;1645.544889919226;0.1011438663889822;129.20616123103474;Roskilde Festival (Inner area);main
6;4;12;1410.0364503601209;0.5492444198940961;92.32435277368558;Roskilde Festival (Inner area);main
6;2;6;753.9705173830341;0.7891688876967903;23.14249277101056;Roskilde Festival (Inner area);main
6;1;3;578.1387743685265;0.02336439051145256;11.819617867254445;Roskilde Festival (Inner area);main
7;32;96;67.33989521087396;0.47709344363093487;16.907827499933127;Camping M (GAT East)/Restricted Camping (Soveby);camping
7;24;72;61.37624169069646;0.5882758736864468;15.515919305036977;Camping M (GAT East)/Restricted Camping (Soveby);camping
7;16;48;56.561366663788114;0.7180549638293172;13.285134438944729;Camping M (GAT East)/Restricted Camping (Soveby);camping
7;12;36;58.03212078777835;0.7330561740938949;13.89413245856658;Camping M (GAT East)/Restricted Camping (Soveby);camping
7;8;24;64.23431120084352;0.48932670386752186;16.476517182657975;Camping M (GAT East)/Restricted Camping (Soveby);camping
7;4;12;89.32718940353558;0.22741778963361647;24.50870623284846;Camping M (GAT East)/Restricted Camping (Soveby);camping
7;2;6;121.04382749722623;-4.122044459072981;33.8439466401298;Camping M (GAT East)/Restricted Camping (Soveby);camping
7;1;3;107.92123773095453;-2.853191424314026;25.257591076961823;Camping M (GAT East)/Restricted Camping (Soveby);camping
8;32;96;2.0526230653691675;0.4735311009694496;47.63878605371756;Parking West;parking
8;24;72;2.1584313364213834;0.4956272523809593;47.50548861919936;Parking West;parking
8;16;48;1.9442873685483366;0.5550470470516355;45.600343629630736;Parking West;parking
8;12;36;1.9380335787518026;0.5742724235224395;49.848910956497505;Parking West;parking
8;8;24;1.441470132383301;-0.35782017228743257;56.85456805544376;Parking West;parking
8;4;12;1.4965920550375715;-1.6062985067072946;67.29759822941624;Parking West;parking
8;2;6;1.5029182106957102;-0.8070105184326359;59.77039818950032;Parking West;parking
8;1;3;1.361432305766559;-0.4827983385478791;44.16625783719703;Parking West;parking
9;32;96;20.959424136896317;0.7264390504366797;35.7196461741776;Artist Village;food
9;24;72;19.86915430075531;0.7411578108694192;41.070039263281124;Artist Village;food
9;16;48;16.471366740413842;0.5496464272511102;51.81010904190907;Artist Village;food
9;12;36;15.146103416920196;0.056392030775152535;61.13271322077443;Artist Village;food
9;8;24;15.08554586600008;-0.627172172838018;74.19015690984679;Artist Village;food
9;4;12;12.742499382622961;0.20691730191304447;56.94287451080766;Artist Village;food
9;2;6;7.192397132115696;0.4525864919993007;17.756077845677186;Artist Village;food
9;1;3;8.880548914160087;0.20489830858938984;21.92489541686277;Artist Village;food
10;32;96;64.07612743113084;0.42960679893874176;48.055143984818706;Street City;food
10;24;72;68.01370922604823;0.3962243038139881;58.08569768494232;Street City;food
10;16;48;68.93541484911547;0.532991497615807;71.6424369253275;Street City;food
10;12;36;73.97437173414636;0.39850289033985387;90.22393401065271;Street City;food
10;8;24;87.68571397775052;-0.4878423903106057;129.88941616383548;Street City;food
10;4;12;100.76399346824046;-0.8450683643214245;112.03884138494882;Street City;food
10;2;6;93.19443800701781;-10.48171960729589;41.632065470215764;Street City;food
10;1;3;11.404297594067767;0.781850502377088;5.077562438162317;Street City;food
11;32;96;595.7655411895911;0.6855205773014441;58.8500433069874;Trade Zone;food
11;24;72;578.6433813562817;0.6756769463908245;71.42527896403652;Trade Zone;food
11;16;48;431.46735959376406;0.7436661627980634;89.2853827896155;Trade Zone;food
11;12;36;394.0470515324762;0.08163632099083651;113.4108271233796;Trade Zone;food
11;8;24;409.31460849931875;-0.4983971519912127;138.2305530132353;Trade Zone;food
11;4;12;357.43278968484043;0.21229694103735142;104.14494202478201;Trade Zone;food
11;2;6;301.74795087233;-0.11359394666689182;36.586213516385556;Trade Zone;food
11;1;3;353.4764502398213;-2.9831312953130364;32.49303221690777;Trade Zone;food
14;32;96;12.819873882182918;0.5828163668491201;32.845963538857355;Restricted Parking (P1);parking
14;24;72;12.571929060854025;0.6260320465855239;35.75566490940443;Restricted Parking (P1);parking
14;16;48;11.619909298250578;0.7600793927145345;40.03498239046013;Restricted Parking (P1);parking
14;12;36;11.249566193209986;0.7258527690539578;47.740808463399816;Restricted Parking (P1);parking
14;8;24;11.716654998065824;0.6219554697282762;60.482311971615275;Restricted Parking (P1);parking
14;4;12;11.001534878170462;0.6918269294037984;32.47410375458846;Restricted Parking (P1);parking
14;2;6;14.526008132673358;-1.9777981003994536;30.29426177431902;Restricted Parking (P1);parking
14;1;3;12.926216107034733;-18.09566432523019;24.702042153445134;Restricted Parking (P1);parking
15;32;96;5.8379485522050185;0.15143805260477028;43.83415313491257;Restricted Camping (Berendsen);camping
15;24;72;5.37972413378752;0.3201342910740377;38.32046061964978;Restricted Camping (Berendsen);camping
15;16;48;5.190883050054159;0.026043179220299417;24.437734391070716;Restricted Camping (Berendsen);camping
15;12;36;5.419670595643637;0.015378588465126741;23.721308980126963;Restricted Camping (Berendsen);camping
15;8;24;4.005563890270625;-0.6669654108093446;23.761970453554472;Restricted Camping (Berendsen);camping
15;4;12;4.390063778791198;-1.172523538245152;25.313943091922486;Restricted Camping (Berendsen);camping
15;2;6;3.6272268950516833;-0.75423665975817;19.706937787732834;Restricted Camping (Berendsen);camping
15;1;3;2.260740938504879;0.026485792184396062;13.647598817779805;Restricted Camping (Berendsen);camping
16;32;96;60.80480310779405;0.0027372295724162887;67.0007081404732;Bridge (East/West);bridge
16;24;72;64.20244103314;-0.06096449469022214;80.65355512515434;Bridge (East/West);bridge
16;16;48;73.39409691957289;-0.06285152798977722;107.52955562207;Bridge (East/West);bridge
16;12;36;81.370208536472;-0.5377680988253257;137.291686370363;Bridge (East/West);bridge
16;8;24;94.02693933681482;-1.1413018765861485;168.81460962903665;Bridge (East/West);bridge
16;4;12;103.435272095952;-1.2345436868304205;137.6292192580733;Bridge (East/West);bridge
16;2;6;116.9693699011003;-5.629799082981521;75.25843851614663;Bridge (East/West);bridge
16;1;3;33.34561623697916;-2.040656632299131;19.755683727175054;Bridge (East/West);bridge
17;32;96;147.5444180695792;-4.282642783741954;98.64902808408675;Camping H (Dream City);camping
17;24;72;166.02102567285448;-5.802679659321897;121.74314977111548;Camping H (Dream City);camping
17;16;48;182.12281026678602;-5.945644058392083;138.87690413139848;Camping H (Dream City);camping
17;12;36;188.24214197856043;-9.305334824778988;152.2758248235989;Camping H (Dream City);camping
17;8;24;207.83065752818925;-10.253276849690499;167.91936568354984;Camping H (Dream City);camping
17;4;12;189.156750609081;-12.558130189792985;135.83873136709968;Camping H (Dream City);camping
17;2;6;125.35388576086977;-29.380031635270157;71.67746273419932;Camping H (Dream City);camping
17;1;3;82.35745188935043;-25.888998539966984;33.824683365541134;Camping H (Dream City);camping
18;32;96;69.17269439477009;-1.4053667918010513;74.4754402301514;Rising - Stage;stage
18;24;72;76.84031750325178;-1.7835412709239145;90.35406435470323;Rising - Stage;stage
18;16;48;91.74508741641009;-1.9626898754642719;123.36981302590763;Rising - Stage;stage
18;12;36;100.11158590625598;-2.780035603388905;147.48983252908562;Rising - Stage;stage
18;8;24;116.21760094279529;-5.403834288004673;176.84379988551854;Rising - Stage;stage
18;4;12;115.27254440093103;-4.2912353650363775;153.68759977103704;Rising - Stage;stage
18;2;6;110.9459209364327;-6.353113658801729;107.37519954207406;Rising - Stage;stage
18;1;3;32.84752376398775;-3.625765562382594;35.25171094460717;Rising - Stage;stage
19;32;96;298.2588244418663;0.6348473920212501;54.64557221586457;Pavillion - Area;stage
19;24;72;299.71513121473924;0.6096727899985865;66.24041908432815;Pavillion - Area;stage
19;16;48;177.12740813618132;0.8434564263804896;78.61705808721423;Pavillion - Area;stage
19;12;36;187.96521017072828;0.3869988721392379;101.41431219632896;Pavillion - Area;stage
19;8;24;181.0500908693743;0.11058829753291588;123.6453471960111;Pavillion - Area;stage
19;4;12;140.479470149811;0.6009376120356993;84.86713697853733;Pavillion - Area;stage
19;2;6;135.66332935129643;-1.148807814439968;23.538805250070677;Pavillion - Area;stage
19;1;3;163.74793629465964;-15.673047540016267;25.77149944403791;Pavillion - Area;stage
20;32;96;36.94386047572828;0.3882805571044804;28.824199874272022;Camping B/HC;camping
20;24;72;36.172337132270584;0.45368409518609987;30.98944883186478;Camping B/HC;camping
20;16;48;36.60155021453556;0.5477412403019903;33.88493599683035;Camping B/HC;camping
20;12;36;39.55080695624936;0.489074844074904;40.335613936746;Camping B/HC;camping
20;8;24;42.35478500284442;0.24968586971917195;50.32776811572583;Camping B/HC;camping
20;4;12;57.31629895112581;-0.2815831277870764;56.528376390039625;Camping B/HC;camping
20;2;6;70.38826081453236;-4.567253049224952;44.149434115520606;Camping B/HC;camping
20;1;3;23.522525743673565;-0.6361019179058529;15.918990558787002;Camping B/HC;camping
21;32;96;562.2211452075062;0.6347309716550076;63.312271573846836;Art Zone;fun
21;24;72;567.3464883597169;0.5942989260017316;77.22251622599838;Art Zone;fun
21;16;48;497.7270259095073;0.5168094957392989;97.40596732603528;Art Zone;fun
21;12;36;534.1962032976702;-1.41615096467196;123.63041507641763;Art Zone;fun
21;8;24;541.7214455456143;-4.701580825564836;150.01961966858363;Art Zone;fun
21;4;12;480.55264756093794;-2.061120820458058;121.01235481000643;Art Zone;fun
21;2;6;390.95008151908536;-3.0690650273239894;60.58715511774042;Art Zone;fun
21;1;3;375.263375147473;-14.544727463370538;44.238044430668204;Art Zone;fun
22;32;96;34.51309285292512;0.5226373602378154;26.810699769184833;Depot 3;depot
22;24;72;33.70051271544654;0.5725537810821011;27.58936985478196;Depot 3;depot
22;16;48;34.12141449155701;0.6334977418109984;28.731797264239066;Depot 3;depot
22;12;36;32.66210710367803;0.62177700896791;31.090260681169983;Depot 3;depot
22;8;24;32.78260392805458;0.5830604613416012;32.67503326971439;Depot 3;depot
22;4;12;45.91518376483814;0.3505279294032885;36.06034391306059;Depot 3;depot
22;2;6;63.20001869116205;-2.9714684730381546;47.73476060572236;Depot 3;depot
22;1;3;23.159959106693996;0.24259647928869377;14.665689189319982;Depot 3;depot
23;32;96;124.35705018155298;0.3635100401811965;68.4114148104467;Gloria - Area;stage
23;24;72;122.95989201177179;0.2944476018545493;79.00147318100925;Gloria - Area;stage
23;16;48;97.20553859492662;0.44849022093289714;92.32530827668921;Gloria - Area;stage
23;12;36;101.89600131778178;-0.5079674531899254;115.36041662256065;Gloria - Area;stage
23;8;24;96.2717464317825;-4.350003658985376;147.99325797247116;Gloria - Area;stage
23;4;12;87.33798905162104;-1.8503991932094772;127.25487999268663;Gloria - Area;stage
23;2;6;84.28432004750306;-2.5847461347310947;74.62424376073167;Gloria - Area;stage
23;1;3;73.73061654827275;-12.170693680408071;45.61415726782735;Gloria - Area;stage
24;32;96;64.93766078920945;0.5522484195685564;39.90145055980757;19 - Entrance;entrance
24;24;72;62.00272955561554;0.5995830469275385;44.423189886262854;19 - Entrance;entrance
24;16;48;60.40337636540428;0.6783128434111245;51.37807771655826;19 - Entrance;entrance
24;12;36;49.88607562684679;0.6885797720736999;59.63582419194539;19 - Entrance;entrance
24;8;24;33.1918330639641;0.7825201339038075;71.07907872046677;19 - Entrance;entrance
24;4;12;45.57787440437083;0.6882123237595621;61.31050091042667;19 - Entrance;entrance
24;2;6;63.51658880899919;-2.5358081103693957;34.712538125137385;19 - Entrance;entrance
24;1;3;14.997580562906357;0.46342049144865594;7.865945994114113;19 - Entrance;entrance
25;32;96;47.20003017098015;0.04104183197329214;47.417405857474414;Camping E;camping
25;24;72;46.22043907013713;0.15969695291895292;52.658911845881576;Camping E;camping
25;16;48;48.04591595079524;0.0407942885791055;59.02214222734723;Camping E;camping
25;12;36;53.36509079838992;-0.0015262426459474732;73.63106737308365;Camping E;camping
25;8;24;58.34083774996535;-3.8761372876116393;99.16331887565885;Camping E;camping
25;4;12;59.1878881993066;-6.426226060998029;70.4051577581371;Camping E;camping
25;2;6;41.020781350770456;-6.172366844367227;27.87996837655644;Camping E;camping
25;1;3;8.811948041283875;-1.2838361259496094;7.487357997868754;Camping E;camping
26;32;96;588.4636636952346;0.4615912819353576;50.667241534130994;Avalon - Area;stage
26;24;72;526.1172717206564;0.5333531695677064;55.67005925117717;Avalon - Area;stage
26;16;48;409.6860654194917;0.6896123275630427;62.55146573512826;Avalon - Area;stage
26;12;36;299.270535063368;0.6217802712674558;74.8677054694986;Avalon - Area;stage
26;8;24;125.35354065204612;0.3880762866624342;94.06071131631671;Avalon - Area;stage
26;4;12;108.89764295046089;0.6555118823559669;65.6851375159237;Avalon - Area;stage
26;2;6;101.26068156883656;-0.14982897328190248;18.703018365885445;Avalon - Area;stage
26;1;3;134.38917720146716;-2.8758931685627727;26.675945880819473;Avalon - Area;stage
27;32;96;478.05319935137805;0.24036781114918404;107.16475856678846;Orange - Stage (Pit);stage
27;24;72;436.75060989560836;0.2659125166116275;115.87247796597435;Orange - Stage (Pit);stage
27;16;48;369.0582345426713;0.34433168891223975;138.26247655765226;Orange - Stage (Pit);stage
27;12;36;265.64798729323866;0.022014396281437754;153.91731789664692;Orange - Stage (Pit);stage
27;8;24;251.6221819740774;-0.3766312607377471;162.65898443112138;Orange - Stage (Pit);stage
27;4;12;248.74853759566443;0.1840331794866179;135.5542326624705;Orange - Stage (Pit);stage
27;2;6;239.8391631659295;0.3094787736706438;73.84061548426078;Orange - Stage (Pit);stage
