TIMESTAMP,COUNT
2015-06-26 09:53:02,1
2015-06-26 11:34:40,1
2015-06-26 12:26:08,1
2015-06-26 12:56:11,3
2015-06-26 13:00:00,3
2015-06-26 13:15:00,2
2015-06-26 13:30:00,2
2015-06-26 13:45:00,2
2015-06-26 14:00:00,5
2015-06-26 14:15:00,5
2015-06-26 14:30:00,6
2015-06-26 14:45:00,8
2015-06-26 15:00:00,5
2015-06-26 15:15:00,7
2015-06-26 15:30:00,9
2015-06-26 15:45:00,12
2015-06-26 16:00:00,15
2015-06-26 16:15:00,16
2015-06-26 16:30:00,17
2015-06-26 16:45:00,19
2015-06-26 17:00:00,7
2015-06-26 17:15:00,8
2015-06-26 17:30:00,6
2015-06-26 17:45:00,6
2015-06-26 18:00:00,4
2015-06-26 18:15:00,4
2015-06-26 18:30:00,8
2015-06-26 18:45:00,8
2015-06-26 19:00:00,5
2015-06-26 19:15:00,6
2015-06-26 19:30:00,8
2015-06-26 19:45:00,7
2015-06-26 20:00:00,6
2015-06-26 20:15:00,6
2015-06-26 20:30:00,7
2015-06-26 20:45:00,4
2015-06-26 21:00:00,5
2015-06-26 21:15:00,4
2015-06-26 21:30:00,6
2015-06-26 21:45:00,6
2015-06-26 22:00:00,5
2015-06-26 22:15:00,3
2015-06-26 22:30:00,4
2015-06-26 22:45:00,5
2015-06-26 23:00:00,4
2015-06-26 23:15:00,5
2015-06-26 23:30:00,5
2015-06-26 23:45:00,8
2015-06-27 00:00:00,10
2015-06-27 00:15:00,16
2015-06-27 00:30:00,17
2015-06-27 00:45:00,19
2015-06-27 01:00:00,21
2015-06-27 01:15:00,23
2015-06-27 01:30:00,30
2015-06-27 01:45:00,29
2015-06-27 02:00:00,32
2015-06-27 02:15:00,41
2015-06-27 02:30:00,42
2015-06-27 02:45:00,43
2015-06-27 03:00:00,47
2015-06-27 03:15:00,48
2015-06-27 03:30:00,47
2015-06-27 03:45:00,52
2015-06-27 04:00:00,47
2015-06-27 04:15:00,50
2015-06-27 04:30:00,54
2015-06-27 04:45:00,61
2015-06-27 05:00:00,68
2015-06-27 05:15:00,68
2015-06-27 05:30:00,73
2015-06-27 05:45:00,69
2015-06-27 06:00:00,71
2015-06-27 06:15:00,81
2015-06-27 06:30:00,94
2015-06-27 06:45:00,98
2015-06-27 07:00:00,111
2015-06-27 07:15:00,115
2015-06-27 07:30:00,114
2015-06-27 07:45:00,127
2015-06-27 08:00:00,132
2015-06-27 08:15:00,153
2015-06-27 08:30:00,174
2015-06-27 08:45:00,190
2015-06-27 09:00:00,193
2015-06-27 09:15:00,220
2015-06-27 09:30:00,233
2015-06-27 09:45:00,258
2015-06-27 10:00:00,278
2015-06-27 10:15:00,299
2015-06-27 10:30:00,300
2015-06-27 10:45:00,336
2015-06-27 11:00:00,353
2015-06-27 11:15:00,369
2015-06-27 11:30:00,389
2015-06-27 11:45:00,406
2015-06-27 12:00:00,411
2015-06-27 12:15:00,437
2015-06-27 12:30:00,481
2015-06-27 12:45:00,510
2015-06-27 13:00:00,527
2015-06-27 13:15:00,524
2015-06-27 13:30:00,537
2015-06-27 13:45:00,554
2015-06-27 14:00:00,559
2015-06-27 14:15:00,581
2015-06-27 14:30:00,610
2015-06-27 14:45:00,624
2015-06-27 15:00:00,639
2015-06-27 15:15:00,670
2015-06-27 15:30:00,675
2015-06-27 15:45:00,670
2015-06-27 16:00:00,666
2015-06-27 16:15:00,577
2015-06-27 16:30:00,653
2015-06-27 16:45:00,718
2015-06-27 17:00:00,736
2015-06-27 17:15:00,713
2015-06-27 17:30:00,685
2015-06-27 17:45:00,648
2015-06-27 18:00:00,676
2015-06-27 18:15:00,666
2015-06-27 18:30:00,677
2015-06-27 18:45:00,664
2015-06-27 19:00:00,669
2015-06-27 19:15:00,716
2015-06-27 19:30:00,753
2015-06-27 19:45:00,747
2015-06-27 20:00:00,775
2015-06-27 20:15:00,762
2015-06-27 20:30:00,781
2015-06-27 20:45:00,785
2015-06-27 21:00:00,816
2015-06-27 21:15:00,829
2015-06-27 21:30:00,882
2015-06-27 21:45:00,911
2015-06-27 22:00:00,944
2015-06-27 22:15:00,974
2015-06-27 22:30:00,983
2015-06-27 22:45:00,974
2015-06-27 23:00:00,930
2015-06-27 23:15:00,945
2015-06-27 23:30:00,940
2015-06-27 23:45:00,939
2015-06-28 00:00:00,933
2015-06-28 00:15:00,934
2015-06-28 00:30:00,918
2015-06-28 00:45:00,901
2015-06-28 01:00:00,902
2015-06-28 01:15:00,892
2015-06-28 01:30:00,876
2015-06-28 01:45:00,863
2015-06-28 02:00:00,856
2015-06-28 02:15:00,852
2015-06-28 02:30:00,857
2015-06-28 02:45:00,852
2015-06-28 03:00:00,836
2015-06-28 03:15:00,841
2015-06-28 03:30:00,835
2015-06-28 03:45:00,823
2015-06-28 04:00:00,821
2015-06-28 04:15:00,820
2015-06-28 04:30:00,809
2015-06-28 04:45:00,816
2015-06-28 05:00:00,802
2015-06-28 05:15:00,811
2015-06-28 05:30:00,806
2015-06-28 05:45:00,806
2015-06-28 06:00:00,812
2015-06-28 06:15:00,813
2015-06-28 06:30:00,801
2015-06-28 06:45:00,796
2015-06-28 07:00:00,819
2015-06-28 07:15:00,832
2015-06-28 07:30:00,833
2015-06-28 07:45:00,831
2015-06-28 08:00:00,845
2015-06-28 08:15:00,852
2015-06-28 08:30:00,853
2015-06-28 08:45:00,860
2015-06-28 09:00:00,855
2015-06-28 09:15:00,873
2015-06-28 09:30:00,880
2015-06-28 09:45:00,904
2015-06-28 10:00:00,892
2015-06-28 10:15:00,871
2015-06-28 10:30:00,895
2015-06-28 10:45:00,891
2015-06-28 11:00:00,860
2015-06-28 11:15:00,860
2015-06-28 11:30:00,849
2015-06-28 11:45:00,878
2015-06-28 12:00:00,896
2015-06-28 12:15:00,896
2015-06-28 12:30:00,928
2015-06-28 12:45:00,897
2015-06-28 13:00:00,948
2015-06-28 13:15:00,993
2015-06-28 13:30:00,1023
2015-06-28 13:45:00,1040
2015-06-28 14:00:00,1051
2015-06-28 14:15:00,1065
2015-06-28 14:30:00,1091
2015-06-28 14:45:00,1087
2015-06-28 15:00:00,1069
2015-06-28 15:15:00,1086
2015-06-28 15:30:00,1075
2015-06-28 15:45:00,1102
2015-06-28 16:00:00,1159
2015-06-28 16:15:00,1161
2015-06-28 16:30:00,1218
2015-06-28 16:45:00,1282
2015-06-28 17:00:00,1265
2015-06-28 17:15:00,1295
2015-06-28 17:30:00,1313
2015-06-28 17:45:00,1319
2015-06-28 18:00:00,1353
2015-06-28 18:15:00,1344
2015-06-28 18:30:00,1337
2015-06-28 18:45:00,1347
2015-06-28 19:00:00,1370
2015-06-28 19:15:00,1340
2015-06-28 19:30:00,1259
2015-06-28 19:45:00,1224
2015-06-28 20:00:00,1167
2015-06-28 20:15:00,1142
2015-06-28 20:30:00,1085
2015-06-28 20:45:00,1009
2015-06-28 21:00:00,975
2015-06-28 21:15:00,950
2015-06-28 21:30:00,980
2015-06-28 21:45:00,971
2015-06-28 22:00:00,963
2015-06-28 22:15:00,928
2015-06-28 22:30:00,900
2015-06-28 22:45:00,898
2015-06-28 23:00:00,951
2015-06-28 23:15:00,1017
2015-06-28 23:30:00,1094
2015-06-28 23:45:00,1187
2015-06-29 00:00:00,1247
2015-06-29 00:15:00,1299
2015-06-29 00:30:00,1341
2015-06-29 00:45:00,1337
2015-06-29 01:00:00,1319
2015-06-29 01:15:00,1310
2015-06-29 01:30:00,1297
2015-06-29 01:45:00,1287
2015-06-29 02:00:00,1280
2015-06-29 02:15:00,1273
2015-06-29 02:30:00,1236
2015-06-29 02:45:00,1223
2015-06-29 03:00:00,1202
2015-06-29 03:15:00,1196
2015-06-29 03:30:00,1193
2015-06-29 03:45:00,1183
2015-06-29 04:00:00,1171
2015-06-29 04:15:00,1178
2015-06-29 04:30:00,1163
2015-06-29 04:45:00,1162
2015-06-29 05:00:00,1154
2015-06-29 05:15:00,1152
2015-06-29 05:30:00,1143
2015-06-29 05:45:00,1130
2015-06-29 06:00:00,1128
2015-06-29 06:15:00,1121
2015-06-29 06:30:00,1109
2015-06-29 06:45:00,1099
2015-06-29 07:00:00,1083
2015-06-29 07:15:00,1093
2015-06-29 07:30:00,1090
2015-06-29 07:45:00,1091
2015-06-29 08:00:00,1095
2015-06-29 08:15:00,1103
2015-06-29 08:30:00,1104
2015-06-29 08:45:00,1126
2015-06-29 09:00:00,1158
2015-06-29 09:15:00,1169
2015-06-29 09:30:00,1173
2015-06-29 09:45:00,1153
2015-06-29 10:00:00,1148
2015-06-29 10:15:00,1114
2015-06-29 10:30:00,1111
2015-06-29 10:45:00,1093
2015-06-29 11:00:00,1102
2015-06-29 11:15:00,1081
2015-06-29 11:30:00,1073
2015-06-29 11:45:00,1096
2015-06-29 12:00:00,1078
2015-06-29 12:15:00,1118
2015-06-29 12:30:00,1109
2015-06-29 12:45:00,1101
2015-06-29 13:00:00,1092
2015-06-29 13:15:00,1100
2015-06-29 13:30:00,1093
