POLYGON,HOUR,MAPE,RMSE,RSQUARED,name
63,12.0,194.60374298605794,293.22585135914596,-1.9746210192833895,Camping F
63,8.0,247.53431069354113,308.8763716636922,-3.5950447903419986,Camping F
63,4.0,130.64361054587067,297.3295924473765,-3.3951379600746066,Camping F
63,2.0,48.003657174665165,262.6415861251626,-10.789666658093884,Camping F
63,1.0,13.49383003070864,59.54880766354893,-7.028437513287887,Camping F
64,24.0,504.2780457861956,1072.2701726559978,-0.08807357149151551,Arena - Area
64,12.0,868.3153181791537,577.2067193503857,0.44328646724863896,Arena - Area
64,8.0,1246.2202533913621,635.1174151716834,0.41086869443500595,Arena - Area
64,4.0,721.8513130270995,814.1282610250906,0.3748408680145725,Arena - Area
64,2.0,77.54720198476352,1095.367649420605,-0.24957622948716285,Arena - Area
64,1.0,58.74173240615435,1422.545545347209,-47.479608753466266,Arena - Area
65,24.0,30.829457244426045,55.078967552954005,0.6421555244381647,Venteomraade oest
65,12.0,37.39269417772748,46.959991118241,0.6799217528006793,Venteomraade oest
65,8.0,49.89000411823254,51.85395909616073,0.44119435258558526,Venteomraade oest
65,4.0,44.56962875242719,62.780325544597034,0.34592539167099856,Venteomraade oest
65,2.0,31.078066846250685,76.08145905831363,-3.271134586917376,Venteomraade oest
65,1.0,18.414661824864424,60.488012174589606,-8.724384363676545,Venteomraade oest
66,24.0,45.07154157393962,27.23719206685623,0.6935940480452989,Restricted Parking (P2)
66,12.0,68.95511726996993,27.528089654562642,0.6996001222705697,Restricted Parking (P2)
66,8.0,92.32861977091912,30.69019103399776,0.6042046391403341,Restricted Parking (P2)
66,4.0,43.63953022299092,32.593913773252936,0.6297720857747318,Restricted Parking (P2)
66,2.0,30.44699174544263,43.77558735784111,-2.221437080862983,Restricted Parking (P2)
66,1.0,24.001850772591187,40.39496205071878,-2.7490016291304094,Restricted Parking (P2)
67,24.0,114.59335261560251,391.2586502235236,0.31654872859857497,Apollo/Countdown - Area
67,12.0,182.12412740053276,382.2961455703236,-0.04394088869875734,Apollo/Countdown - Area
67,8.0,251.91158817259353,454.12257697067696,-0.09790448312863753,Apollo/Countdown - Area
67,4.0,168.20091709988142,594.7373909853238,-0.44082988307888216,Apollo/Countdown - Area
67,2.0,63.826696290891896,796.5450304146996,-8.669285117434178,Apollo/Countdown - Area
67,1.0,37.43549254958707,472.0130596834671,-5.850805448348042,Apollo/Countdown - Area
68,24.0,1158.4950097188369,1344.2994588712727,0.5564407672381328,Orange - Stage
68,12.0,2259.0763886465893,513.4779267609763,0.2588571300427185,Orange - Stage
68,8.0,3198.795030736446,540.1789974123295,0.42521206540144096,Orange - Stage
68,4.0,2267.9900668421205,597.8933528749018,0.5396848072817025,Orange - Stage
68,2.0,79.2484403684037,464.246147824843,0.6753459909857275,Orange - Stage
68,1.0,14.851340696200294,438.2907085324629,0.5373223798466853,Orange - Stage
69,24.0,1205.0885172249634,386.9816668202179,0.17293728954777343,Grafitti Zone
69,12.0,2330.88156754563,209.37089385611847,0.5199940739263286,Grafitti Zone
69,8.0,3447.9906677481545,201.82606908589747,0.043942705227886014,Grafitti Zone
69,4.0,3429.874525365522,205.0159591268382,0.39049883044823785,Grafitti Zone
69,2.0,77.46495429053668,211.17301943084647,0.34965056488774204,Grafitti Zone
69,1.0,20.856544911120274,245.64380890928027,-0.6998149458557121,Grafitti Zone
70,24.0,497.8012214658867,92.95014412578828,0.3393796103529234,11 - Entrance
70,12.0,968.1662458878827,104.70619410777964,0.01699127519701693,11 - Entrance
70,8.0,1408.328571789771,121.62812731355075,-0.08756048867087318,11 - Entrance
70,4.0,870.7283515803383,155.99964018837696,-0.3117673693007883,11 - Entrance
70,2.0,49.459480047073676,205.695522479012,-2.3188767168970807,11 - Entrance
70,1.0,23.447894575807883,47.07123923888575,-5.565041669583459,11 - Entrance
