POLYGON,HOUR,MAPE,RMSE,RSQUARED,name
15,24.0,66.49474239491119,5.340288544524086,0.32971148318706867,Restricted Camping (Berendsen)
15,12.0,21.410206596274186,5.434651599446552,0.015257450090103264,Restricted Camping (Berendsen)
15,8.0,20.793947918935668,3.9246346739234244,-0.8156352595294478,Restricted Camping (Berendsen)
15,4.0,20.976102770386095,4.350232990673683,-1.1981301863544909,Restricted Camping (Berendsen)
15,2.0,16.087452455793187,3.457843326454996,-0.5063534450783433,Restricted Camping (Berendsen)
15,1.0,14.38212326377451,2.2687822596093707,0.019548011139389976,Restricted Camping (Berendsen)
16,24.0,122.38945721361691,63.15694912210566,-0.030387366939313543,Bridge (East/West)
16,12.0,217.95007711067424,79.683981225113,-0.4968521119816254,Bridge (East/West)
16,8.0,295.4947822181206,91.65333021347013,-0.9933499539108606,Bridge (East/West)
16,4.0,123.9545540534526,99.89949086614885,-1.3244225632504385,Bridge (East/West)
16,2.0,39.48830576047951,95.68576921040263,-3.7810790753976162,Bridge (East/West)
16,1.0,15.461791314023213,20.83930495408018,-2.9412513304063594,Bridge (East/West)
17,24.0,123.90668880828805,160.0428279071426,-5.355664212492448,Camping H (Dream City)
17,12.0,193.96361286516662,183.34476606897803,-8.800384915290211,Camping H (Dream City)
17,8.0,236.03532955234297,200.41572072145163,-9.38536948679322,Camping H (Dream City)
17,4.0,118.2692687163395,181.18899624937504,-14.835851575296669,Camping H (Dream City)
17,2.0,55.49031671729563,112.97954370961095,-30.36331043871621,Camping H (Dream City)
17,1.0,69.06790007396495,124.35989839020833,-528.8632746080665,Camping H (Dream City)
18,24.0,145.2912013377021,72.08334096311212,-1.4641039301637275,Rising - Stage
18,12.0,263.6293451848735,94.30366025046582,-2.5669723177069903,Rising - Stage
18,8.0,363.44129483154086,110.11222367431117,-4.620669981580068,Rising - Stage
18,4.0,155.76135948326052,107.17032863682174,-4.154710077316442,Rising - Stage
18,2.0,47.16251641407068,83.173664229722,-5.145878468183987,Rising - Stage
18,1.0,12.280272799499246,10.40484642531771,0.4122248842378189,Rising - Stage
19,24.0,332.40535243592893,297.88469545985686,0.6132827365460446,Pavillion - Area
19,12.0,625.4401755388167,194.96201763992968,0.2782839235177519,Pavillion - Area
19,8.0,882.7443186247457,194.55147490886517,0.03595531250931139,Pavillion - Area
19,4.0,347.74587534325076,169.92828302675477,0.3930792264701959,Pavillion - Area
19,2.0,36.725218209190466,201.45479650890994,-14.91774623767467,Pavillion - Area
19,1.0,52.83156444958785,267.0644460466385,-33.45263694336764,Pavillion - Area
20,24.0,28.388875931219914,36.98538917782048,0.4272560983940904,Camping B/HC
20,12.0,33.817221641120085,41.15523662658265,0.4383016796040221,Camping B/HC
20,8.0,41.05660985536282,43.89290536385793,0.23031642428212873,Camping B/HC
20,4.0,40.96014129890087,58.61207766822736,-0.5012395719471798,Camping B/HC
20,2.0,29.28327946813969,64.44633613348013,-3.6409165344278316,Camping B/HC
20,1.0,14.163987100571232,24.64518867088798,-0.7292108886082997,Camping B/HC
21,24.0,709.8991779391466,552.6670296836583,0.6096842279732027,Art Zone
21,12.0,1386.79045721003,538.0594871760998,-1.5985713210575465,Art Zone
21,8.0,2000.9961386252744,540.1841294638125,-2.946528646903933,Art Zone
21,4.0,1195.3864759944813,465.7785122520525,-1.1191453316767155,Art Zone
21,2.0,75.6062255800247,369.872235836726,-1.7794726647683912,Art Zone
21,1.0,54.83222262389392,375.1667553236733,-3.2198232412445984,Art Zone
22,24.0,27.924220057476703,34.26274729681129,0.5664049405010286,Depot 3
22,12.0,30.63074657657881,33.711178989122295,0.613240734521324,Depot 3
22,8.0,33.29921840303291,34.332996399750776,0.5996225402533109,Depot 3
22,4.0,31.148098646190103,48.21329859009557,0.2966641729672358,Depot 3
22,2.0,32.556440352327186,61.955183655151465,-2.564843075684743,Depot 3
22,1.0,18.029071795655476,32.511797321035715,-0.02010202308376141,Depot 3
23,24.0,805.6854863603297,123.51593222746631,0.2829335859612212,Gloria - Area
23,12.0,1546.7885540136938,103.54984769744269,-0.7648871243804811,Gloria - Area
23,8.0,2279.0442804768945,97.61505934470843,-3.259084779051852,Gloria - Area
23,4.0,1128.7753096793438,88.26041376751397,-1.3963510209636145,Gloria - Area
23,2.0,103.31578606109267,83.9604777303051,-2.9625417766728828,Gloria - Area
23,1.0,54.66600099937888,76.31905298252448,-20.180355811452287,Gloria - Area
24,24.0,45.07581534032472,62.758986648222766,0.6006355380910939,19 - Entrance
24,12.0,59.04279455118447,50.8287185663161,0.6926741028002197,19 - Entrance
24,8.0,73.01254696378298,36.085126781060964,0.8022271312359036,19 - Entrance
24,4.0,43.59655890446403,49.94928190542156,0.6874032956423959,19 - Entrance
24,2.0,24.83322410826621,64.66021651014222,-0.9252049842062768,19 - Entrance
24,1.0,12.665441691473678,38.6465864162993,0.47116627719483417,19 - Entrance
25,24.0,44.51351314575436,46.15735956919621,0.1619890006764353,Camping E
25,12.0,46.57234458963793,53.08922559240249,0.008801562397226292,Camping E
25,8.0,59.97902327212973,58.11192641271054,-3.8379474592561236,Camping E
25,4.0,46.71112049126532,58.94579866408489,-6.365600991335075,Camping E
25,2.0,22.737492661138496,40.82749387703059,-6.104934558898043,Camping E
25,1.0,7.450337498238115,8.778550865499358,-1.2665575087693983,Camping E
26,24.0,125.67399378489608,526.8073899728888,0.5321281472147306,Avalon - Area
26,12.0,211.626743985476,300.0243504989585,0.6198725195373584,Avalon - Area
26,8.0,303.26923321082637,124.27761646676103,0.39853563272808734,Avalon - Area
26,4.0,162.60782944287934,108.57167000274781,0.6575711691252559,Avalon - Area
26,2.0,20.65146542376895,101.67966368651032,-0.15936385780542728,Avalon - Area
26,1.0,31.08509115861169,135.0270763155599,-2.912775553795836,Avalon - Area
27,24.0,3021.870835554186,421.346141698689,0.31726985223821547,Orange - Stage (Pit)
27,12.0,5483.387383052726,239.83998458070508,0.1677939858273758,Orange - Stage (Pit)
27,8.0,7798.067055913998,235.60941573561652,0.23376039220675848,Orange - Stage (Pit)
27,4.0,7382.79063858546,239.4825665527026,0.5002595415586131,Orange - Stage (Pit)
27,2.0,447.1705693498775,215.46847460660803,0.558729553300209,Orange - Stage (Pit)
27,1.0,10.568646177082327,146.58034149641753,0.3874709449494379,Orange - Stage (Pit)
28,24.0,569.8538471006399,161.93713867305723,-0.2514639817383748,Countdown - Stage
28,12.0,1107.6236530675699,192.82494456906446,-1.1887513553540079,Countdown - Stage
28,8.0,1599.3825589672938,224.16180307241007,-1.4388898348920072,Countdown - Stage
28,4.0,455.57278386189665,261.13463178968544,-1.6792643231218047,Countdown - Stage
28,2.0,66.77437708241293,304.67796526983136,-5.131206018414907,Countdown - Stage
28,1.0,35.25019923563339,91.30214038321002,-16.99720596638594,Countdown - Stage
29,24.0,740.0770154253047,293.2719657513562,0.08530196648561095,Apollo - Stage
29,12.0,1351.4740838074717,250.3138407424386,-0.022921054464903445,Apollo - Stage
29,8.0,1875.8168796706595,250.36855272160057,0.2890339832233274,Apollo - Stage
29,4.0,630.2778919996275,342.1803825903057,0.04026205687075546,Apollo - Stage
29,2.0,81.08251317612827,478.136224539298,-3.0256085951193574,Apollo - Stage
29,1.0,89.38854684256097,278.3061421037602,-0.870710398262917,Apollo - Stage
30,24.0,1053.8388382217863,304.87837156156496,-0.26244100206369314,Arena - Pit
30,12.0,1249.1615684722583,261.9079264195113,0.22871331453575394,Arena - Pit
30,8.0,1717.191476852448,296.5454371392781,0.27268570581789386,Arena - Pit
30,4.0,2769.8702715284717,271.51915079394405,0.27410908805456746,Arena - Pit
30,2.0,617.2961453008808,378.9616678615272,-0.17021587497018986,Arena - Pit
30,1.0,71.36673400387606,529.6167805579264,-64.3184919947704,Arena - Pit
31,24.0,96.28028177716476,95.75139308038052,-0.4270671906893784,Bycenter Vest
31,12.0,165.0300170428214,124.3735449121694,-1.118418297259705,Bycenter Vest
31,8.0,233.99885910346936,149.26280343730588,-2.9852172877680907,Bycenter Vest
31,4.0,122.19377029633003,150.04360134493703,-2.979817663137745,Bycenter Vest
31,2.0,39.64410422305465,118.40760698323103,-6.019887884462885,Bycenter Vest
31,1.0,11.763851262843488,18.37247470523353,-1.3359711196847468,Bycenter Vest
32,24.0,43.819163840061016,5.781410143868257,0.46536810771889925,Venteomraade Vest
32,12.0,52.174054627893454,5.640722117701423,0.4897680419483673,Venteomraade Vest
32,8.0,51.59674819898458,4.796448086516903,0.11674954301997231,Venteomraade Vest
32,4.0,33.140686741223526,6.121720727172856,-0.3914023137553919,Venteomraade Vest
32,2.0,27.736849925619282,3.5237237175057556,-0.2593728139271083,Venteomraade Vest
32,1.0,9.147153078945367,1.2680064494940086,0.28540428624071035,Venteomraade Vest
33,24.0,86.14291517361438,100.68353183980089,0.39444641174674566,8 - Entrance
33,12.0,122.07131735904812,64.46118763668012,0.5193566830394996,8 - Entrance
33,8.0,164.19987603891215,57.718661706362994,0.5356320834896486,8 - Entrance
33,4.0,96.10822700013672,78.63233531405828,0.3414104870345446,8 - Entrance
33,2.0,38.2797809687359,107.95852431081742,-1.769734546428079,8 - Entrance
33,1.0,11.672311458479138,20.968945239218773,-0.043790301353960004,8 - Entrance
34,24.0,1371.4162125157927,183.44333170320192,0.18012055923863524,Orange - Stage (Pit D)
34,12.0,1972.3262350306832,103.10524446767504,0.38872623843642784,Orange - Stage (Pit D)
34,8.0,2239.302614994511,81.34202620045085,0.3268074181575006,Orange - Stage (Pit D)
34,4.0,2491.025986435953,89.26258027822254,0.5025743821111707,Orange - Stage (Pit D)
34,2.0,742.4066327790595,96.51087504007775,0.4142880088820957,Orange - Stage (Pit D)
34,1.0,17.7691397074799,70.91089563676893,0.39900736606104714,Orange - Stage (Pit D)
35,24.0,2160.6654399333147,147.55342712693331,0.2008996221650936,Orange - Stage (Pit B)
35,12.0,2978.678433882171,106.30068199750181,0.3831539754720623,Orange - Stage (Pit B)
35,8.0,3201.6339580623894,60.32369460612175,0.6365829880036603,Orange - Stage (Pit B)
35,4.0,3099.4004949023365,66.22751557186011,0.7181502008456293,Orange - Stage (Pit B)
35,2.0,587.3476663269853,72.87770810261055,0.6276654522754659,Orange - Stage (Pit B)
35,1.0,10.993758879616953,48.55132102792568,0.4756174242685727,Orange - Stage (Pit B)
36,24.0,88.23468366589267,18.224061470562663,-0.8253030026918786,Skate - Stage
36,12.0,118.59148105633652,16.757348429813085,-0.47880546377029365,Skate - Stage
36,8.0,160.0824992554307,19.44680360856407,-0.7657131697856638,Skate - Stage
36,4.0,117.30157918783881,25.52877383037931,-1.4983510494213959,Skate - Stage
36,2.0,70.75300566138282,28.12794382021819,-2.6512545649995984,Skate - Stage
36,1.0,61.05614859909731,17.33102155915359,-3.34130888215135,Skate - Stage
37,24.0,114.8150481607036,83.90998090534274,0.6940382421518048,Handels Øen
37,12.0,200.107200690669,36.79049998024279,0.7621053971441015,Handels Øen
37,8.0,286.60229475535397,18.150803922237785,0.4015908865027661,Handels Øen
37,4.0,328.53720988654703,24.987186789802642,0.18393962647803397,Handels Øen
37,2.0,42.57816004150444,32.076482823926575,-2.3098591617307878,Handels Øen
37,1.0,65.16669744632713,43.90919830265485,-13.578583709503725,Handels Øen
38,24.0,21.116934065312424,31.98437691263946,0.6450396311153207,Camping X/Y/Z (Restricted Camping - Darup Idraetscenter)
38,12.0,16.28771430836347,34.86048376035029,0.22577864241839285,Camping X/Y/Z (Restricted Camping - Darup Idraetscenter)
38,8.0,19.613610178004283,38.17225236837421,-0.6489388109979743,Camping X/Y/Z (Restricted Camping - Darup Idraetscenter)
38,4.0,18.6315908686053,43.33884554387204,-0.736418619944144,Camping X/Y/Z (Restricted Camping - Darup Idraetscenter)
38,2.0,12.312332071508925,30.53800704754485,-0.37661389343799057,Camping X/Y/Z (Restricted Camping - Darup Idraetscenter)
38,1.0,5.750983621521258,10.87750725467881,-0.3879198132034034,Camping X/Y/Z (Restricted Camping - Darup Idraetscenter)
39,24.0,1658.2501123291454,151.7614241459035,-2.1516057874333634,Pavillion - Stage
39,12.0,2857.4701461334885,103.03377292996879,-0.5534539435782841,Pavillion - Stage
39,8.0,4187.555515648992,86.43670237650501,-2.5526767626477413,Pavillion - Stage
39,4.0,2504.393204803614,62.64365560429135,-0.2991509660096523,Pavillion - Stage
39,2.0,55.69182587913225,49.24217088605152,-0.8293624876348311,Pavillion - Stage
39,1.0,79.95925645853254,64.47491234200498,-1.6372810921549408,Pavillion - Stage
40,24.0,172.23717259800162,28.305412361399394,0.11727313494949143,"Train ""station"""
40,12.0,233.7636718105381,24.95415547482085,0.22811496628425354,"Train ""station"""
40,8.0,247.56206255220374,21.570151984098,0.25991367656285425,"Train ""station"""
40,4.0,316.3543768360341,17.94054510776856,0.23056049152975722,"Train ""station"""
40,2.0,78.86033909087176,20.823496717128958,0.15215834676127493,"Train ""station"""
40,1.0,45.61777569689802,24.821375447764698,0.027465384184852226,"Train ""station"""
41,24.0,49.26597115207314,81.10352437967144,0.5877046275520692,Volunteer Villages
41,12.0,66.92648650702905,57.40706482902545,0.47019144592655104,Volunteer Villages
41,8.0,81.0883574918741,44.4641417702268,0.3943873046445042,Volunteer Villages
41,4.0,41.57825377306186,30.499062128580498,0.7681633867678683,Volunteer Villages
41,2.0,16.683387988932793,30.819021051223054,-0.34213485267964994,Volunteer Villages
41,1.0,22.21225299684305,37.924217861629074,-0.9159054871918155,Volunteer Villages
42,24.0,914.9961015440214,315.3719940087099,0.037708647360571335,Avalon - Stage
42,12.0,1607.1341992918835,223.88805198253843,0.33742025583250235,Avalon - Stage
42,8.0,2354.7810242253377,109.24937336508734,0.004732917290836358,Avalon - Stage
42,4.0,2481.3631129240357,69.02915041280194,-1.09879707115233,Avalon - Stage
42,2.0,1111.8491604407454,75.83105740746906,-0.8990683422977928,Avalon - Stage
42,1.0,54.584861281209875,53.01584106787759,-2.218872698171304,Avalon - Stage
43,24.0,75.31309046738444,88.06923506247038,0.1669734409095659,Bycenter oest
43,12.0,125.9930649889278,104.83764256046453,-0.2922061617076619,Bycenter oest
43,8.0,177.95560519113093,119.38715724826132,-3.8476531764191124,Bycenter oest
43,4.0,153.98350879729753,124.53531723455272,-2.6734018559011563,Bycenter oest
43,2.0,60.92611553512759,119.42812637440677,-5.814046696390684,Bycenter oest
43,1.0,27.773358123053534,82.47940186143833,-2.9148878791040604,Bycenter oest
44,24.0,38.715020322826696,22.221455824967546,0.6018817284781721,Parking West/Drop off
44,12.0,44.28642993565954,12.499355207372192,0.800476433335323,Parking West/Drop off
44,8.0,59.18445080316511,11.519255718120101,0.4162418142211456,Parking West/Drop off
44,4.0,23.224079970415946,9.915367680174384,0.3975364765496944,Parking West/Drop off
44,2.0,30.76288055561205,12.713182463067096,0.07436236834799526,Parking West/Drop off
44,1.0,10.312418444163079,6.897796091840678,0.15319971658086706,Parking West/Drop off
45,24.0,55.49943636308782,74.78025089091663,0.5795219080679723,Railway
45,12.0,89.95055855809149,83.03224951965552,0.5203621475947335,Railway
45,8.0,125.0019741013344,94.2159285795223,0.39098221425636215,Railway
45,4.0,70.12505711011049,120.7217445414237,-0.004912499952712812,Railway
45,2.0,31.58102940692698,118.07661245150405,-4.642891663747821,Railway
45,1.0,13.903305765438937,47.310708171143816,0.4832200617246444,Railway
46,24.0,2293.2964061660973,150.82391272295567,0.11464849593205517,Orange - Stage (Pit A)
46,12.0,2680.5572905071604,130.28582915406403,0.29315220445580614,Orange - Stage (Pit A)
46,8.0,3470.081024095958,91.45700015818801,0.30748006825603724,Orange - Stage (Pit A)
46,4.0,2848.223464053416,69.69287501116851,0.5036276180377375,Orange - Stage (Pit A)
46,2.0,556.8498945036357,77.29184241729759,0.30681144912890745,Orange - Stage (Pit A)
46,1.0,18.233576099612105,39.31965103783364,0.24758001813504726,Orange - Stage (Pit A)
47,24.0,19.300414827475347,6.91518004121296,0.695216769496104,Depot Vor Frue
47,12.0,16.37632332186566,5.989905549797585,0.7096279654019235,Depot Vor Frue
47,8.0,18.103803982082585,5.680317608356373,-0.015034632636992784,Depot Vor Frue
47,4.0,19.567701964662206,5.357528136911764,-0.9647047007692824,Depot Vor Frue
47,2.0,22.490513369196613,6.577975109133254,-14.734456922318778,Depot Vor Frue
47,1.0,14.926449326959245,5.01403120312122,-4.915413860205467,Depot Vor Frue
48,24.0,132.6355271216781,27.870650062597242,0.38848777774056864,Parking East/Drop off
48,12.0,232.12989248862783,27.94036272984555,-0.00498711268954799,Parking East/Drop off
48,8.0,313.41693257011815,24.592768489801085,0.12769803744486274,Parking East/Drop off
48,4.0,190.94324433018136,19.695998477958973,0.5670699800027763,Parking East/Drop off
48,2.0,19.70179787952598,15.884595088849048,-0.60458099292011,Parking East/Drop off
48,1.0,15.257334408275563,10.958606433413587,0.11494386024907488,Parking East/Drop off
49,24.0,527.501291839039,1331.2181213250865,0.6119849624835687,Orange - Area
49,12.0,1009.9010609497609,486.5850505265349,0.4287918140208372,Orange - Area
49,8.0,1398.2074101543926,518.974168548674,0.5368074028457814,Orange - Area
49,4.0,937.2634226554179,575.8153709109092,0.6214995496396503,Orange - Area
49,2.0,54.938874049457056,444.7644913796353,0.7197098243251117,Orange - Area
49,1.0,13.763571104750799,434.0013748674892,0.5741152490071618,Orange - Area
50,24.0,66.3133782783964,348.9122271424657,-0.037459386874497236,Camping L/N
50,12.0,106.4410396880829,398.7655185016463,-0.48349315099600876,Camping L/N
50,8.0,144.44388391063248,455.2947435906319,-2.1027196612980856,Camping L/N
50,4.0,103.41381161876622,466.5315866276523,-1.7100877605306781,Camping L/N
50,2.0,51.56123958977192,460.71767907840245,-5.44704447550658,Camping L/N
50,1.0,30.6617621221563,409.36893215766264,-4.261103700089826,Camping L/N
51,24.0,213.47477299751128,53.746426983084305,-1.603471958790569,Øst- Stage
51,12.0,390.5743262379696,65.02416726633187,-4.507114754987933,Øst- Stage
51,8.0,563.5898641089157,77.12726762921628,-17.198441030818366,Øst- Stage
51,4.0,310.6482079998928,71.80832247515406,-12.885296895212933,Øst- Stage
51,2.0,79.895387753252,56.03972800134605,-17.28501376689868,Øst- Stage
51,1.0,31.552934115825494,13.270009786217,-41.05209784508536,Øst- Stage
52,24.0,36.38083041756619,19.09363139630473,0.5721954021113701,Venteomraade Syd
52,12.0,37.98094142244121,16.275750464164766,0.7242060872756277,Venteomraade Syd
52,8.0,49.92726265942663,17.02630428604644,-1.5974075891119663,Venteomraade Syd
52,4.0,36.39257417280465,15.022045931705945,-1.1390542147375302,Venteomraade Syd
52,2.0,20.87170548128238,11.61874648307758,-2.376200574300027,Venteomraade Syd
52,1.0,15.066076029375946,8.961760669668967,-1.3974075910574797,Venteomraade Syd
53,24.0,46.30688868460729,279.9612964110136,-0.7262095243174025,Camping G/J/ K
53,12.0,65.94006428332429,354.90219540955576,-1.3714054349433273,Camping G/J/ K
53,8.0,86.15938422742254,406.52317682357136,-2.9937974820157636,Camping G/J/ K
53,4.0,62.78594982335618,414.1578205097719,-3.7644237743682503,Camping G/J/ K
53,2.0,34.79137453344912,353.7161165155628,-4.967349743828154,Camping G/J/ K
53,1.0,21.59027091863715,147.8582496142563,-6.652941380179567,Camping G/J/ K
54,,,,,Handelsskolen
56,24.0,33.73270406298873,70.58408657623008,0.33378122166114377,Camping P
56,12.0,27.994015523495253,62.081487853415986,0.523960743728122,Camping P
56,8.0,37.471757936270635,71.94013364153108,-0.977486270801408,Camping P
56,4.0,30.919687701226422,73.46866070550307,-1.4252432464076632,Camping P
56,2.0,18.930300960744635,64.95138516192489,-6.031869877200068,Camping P
56,1.0,8.077907513416752,20.586331097223546,-1.879300402850196,Camping P
57,24.0,73.23100555275879,6.47526759601528,0.36829582497680147,Restricted Camping (Vilvorde)
57,12.0,100.79263860574929,4.099984096221861,0.5897903984146255,Restricted Camping (Vilvorde)
57,8.0,139.7360034834814,4.509267972303748,0.5410935909911527,Restricted Camping (Vilvorde)
57,4.0,53.01719725323457,4.771779440837411,0.5604999598739623,Restricted Camping (Vilvorde)
57,2.0,39.94317135584722,6.27433457972605,-0.4479917027437632,Restricted Camping (Vilvorde)
57,1.0,14.188064155133983,2.9250033813244665,-1.3201748557992037,Restricted Camping (Vilvorde)
58,24.0,188.4805580658001,182.06257147120812,0.6072456931481411,Backstage Village
58,12.0,350.3647849555877,188.38966668983676,-1.048515929769823,Backstage Village
58,8.0,479.9520241134271,188.59758914040242,-2.507666536496692,Backstage Village
58,4.0,202.04154600409882,141.1316530939924,-0.6086228042257957,Backstage Village
58,2.0,46.45615617091578,112.39389405856934,-1.7487200936518246,Backstage Village
58,1.0,41.98788919449766,123.32111203699908,-5.085064188873495,Backstage Village
59,,,,,Parking East
60,24.0,29.933967496468778,8.664164504178945,0.48253303634613565,Caravan East/MC/Sleep-in busses
60,12.0,27.8433178330598,8.558291687342482,0.5101167045419646,Caravan East/MC/Sleep-in busses
60,8.0,27.016719788670425,9.157274876769915,0.4482292491163211,Caravan East/MC/Sleep-in busses
60,4.0,33.10082716059337,12.720098402601824,0.07111070902404881,Caravan East/MC/Sleep-in busses
60,2.0,39.79575392987957,16.483586543169775,-4.908716283001946,Caravan East/MC/Sleep-in busses
60,1.0,32.30741574597213,14.246707997028278,-3.295633624393428,Caravan East/MC/Sleep-in busses
61,24.0,26.49853153184585,70.92246783512803,0.6732938739464888,Darupvej and Parking
61,12.0,30.812953287042856,63.62685485623045,0.7437064636506479,Darupvej and Parking
61,8.0,35.23931482057211,52.58388887339049,0.7483633921982145,Darupvej and Parking
61,4.0,20.48726016807566,70.15391531172138,0.6313045280370881,Darupvej and Parking
61,2.0,26.281305189084524,96.58969645024607,-3.8177871098756873,Darupvej and Parking
61,1.0,9.199316875472158,30.542954950365928,-0.0248526197199479,Darupvej and Parking
62,24.0,43.147594694777226,119.35029403133618,0.4466510575756454,5 - Entrance
62,12.0,48.96219781959518,106.86392102845313,0.5377149661441994,5 - Entrance
62,8.0,58.176267902060786,85.53740366562995,0.558994000051122,5 - Entrance
62,4.0,64.12251824406337,120.37380140558402,0.3946387142800929,5 - Entrance
62,2.0,35.34896199684553,168.5460013772998,-0.5528998254470003,5 - Entrance
62,1.0,23.012032641097285,65.74735965000644,-2.525150092515634,5 - Entrance
63,24.0,113.37587834883256,257.8705711312848,-0.4577692005508416,Camping F
