,ds,yhat,yhat_lower,yhat_upper,y,cutoff
0,2017-07-01 00:00:00,2305.8448077001035,258.65754650418467,4431.8269155993,3115,2017-06-30 23:45:01
1,2017-07-01 00:15:00,2025.793343620971,-52.65441478599786,4297.381457949515,2252,2017-06-30 23:45:01
2,2017-07-01 00:30:00,1775.0803479540593,-290.9810969345179,3756.5579345334,1716,2017-06-30 23:45:01
3,2017-07-01 00:45:00,1555.8492540302395,-506.78785263439266,3873.874591102769,1346,2017-06-30 23:45:01
4,2017-07-01 01:00:00,1368.6502929803937,-828.394684851307,3513.0537654857117,1357,2017-06-30 23:45:01
5,2017-07-01 01:15:00,1212.5606596865105,-988.3687076858936,3413.8406642116074,1441,2017-06-30 23:45:01
6,2017-07-01 01:30:00,1085.3826738685023,-1277.4635793967166,3120.733540360385,587,2017-06-30 23:45:01
7,2017-07-01 01:45:00,983.9039122527081,-1025.2442897553633,3270.5134385536885,257,2017-06-30 23:45:01
8,2017-07-01 02:00:00,904.1998621101941,-1221.9707141917747,2950.6948410145715,223,2017-06-30 23:45:01
9,2017-07-01 02:15:00,841.9575855480734,-1144.0237798312016,2901.7798808135058,102,2017-06-30 23:45:01
10,2017-07-01 02:30:00,792.7983014633442,-1238.8519464390724,2898.9920846636023,62,2017-06-30 23:45:01
11,2017-07-01 02:45:00,752.5776946185767,-1400.9582265746635,2895.147594672144,30,2017-06-30 23:45:01
12,2017-07-01 03:00:01,717.6080240789875,-1476.1790513101384,2841.167152567552,33,2017-06-30 23:45:01
13,2017-07-01 03:15:03,684.9385811744062,-1378.2258824804135,3057.9310550697855,26,2017-06-30 23:45:01
14,2017-07-01 03:30:00,652.6573555715815,-1540.8694316826204,2835.7120849902694,23,2017-06-30 23:45:01
15,2017-07-01 03:45:03,619.13596699817,-1599.8514904237904,2805.0594661545233,23,2017-06-30 23:45:01
16,2017-07-01 04:00:01,584.4356874136804,-1543.9323098183893,2863.8453073153814,15,2017-06-30 23:45:01
17,2017-07-01 04:15:20,547.9907281475525,-1606.0144800575642,2736.8372183370975,13,2017-06-30 23:45:01
18,2017-07-01 04:30:10,512.9120138086553,-1723.6836537756526,2535.790986046909,19,2017-06-30 23:45:01
19,2017-07-01 04:45:00,479.60425192751904,-1752.3028844449113,2685.3193444388635,23,2017-06-30 23:45:01
20,2017-07-01 05:00:02,449.49170206152303,-1802.129959009786,2567.1527230415327,14,2017-06-30 23:45:01
21,2017-07-01 05:15:02,424.9866303881429,-1631.033892197373,2642.9410610992295,25,2017-06-30 23:45:01
22,2017-07-01 05:30:00,407.7515365501979,-1651.6294338610264,2588.566669575621,26,2017-06-30 23:45:01
23,2017-07-01 05:45:04,399.0181257843724,-1973.750030896657,2594.5565085872727,28,2017-06-30 23:45:01
24,2017-07-01 06:00:02,399.7006179713919,-1815.3921507188027,2689.5918070382495,30,2017-06-30 23:45:01
25,2017-07-01 06:15:02,409.9108646401821,-1701.9432245567712,2572.6867076459203,29,2017-06-30 23:45:01
26,2017-07-01 06:30:02,429.1532817813395,-1620.2164852328592,2668.0127137476316,34,2017-06-30 23:45:01
27,2017-07-01 06:45:00,456.2023735547309,-1654.740332953931,2502.288609628155,31,2017-06-30 23:45:01
28,2017-07-01 07:00:00,489.45168497095324,-1797.4480377024288,2559.5634482034975,27,2017-06-30 23:45:01
29,2017-07-01 07:15:02,526.7650492852322,-1704.5901879912087,2679.8351242534336,39,2017-06-30 23:45:01
30,2017-07-01 07:30:00,565.452603083274,-1576.5843935736734,2664.7720292518766,58,2017-06-30 23:45:01
31,2017-07-01 07:45:00,603.2765747903991,-1521.019021993462,2741.286421840766,65,2017-06-30 23:45:01
32,2017-07-01 08:00:00,637.8134227469584,-1490.9368992917723,2912.3941207900057,83,2017-06-30 23:45:01
33,2017-07-01 08:15:01,667.1200942061964,-1492.8852281443662,2720.8664680985376,95,2017-06-30 23:45:01
34,2017-07-01 08:30:00,689.6912128494369,-1438.8659747807485,2870.7990741540643,104,2017-06-30 23:45:01
35,2017-07-01 08:45:00,704.8987030420662,-1367.2325193954766,2784.5268957612243,133,2017-06-30 23:45:01
36,2017-07-01 09:00:00,712.8000371664439,-1311.1130500382262,2867.6141157593747,139,2017-06-30 23:45:01
37,2017-07-01 09:15:00,714.3217465202342,-1461.2042730899643,2814.8821404452374,152,2017-06-30 23:45:01
38,2017-07-01 09:30:00,711.2042190260399,-1567.0461623662852,2967.312991669087,228,2017-06-30 23:45:01
39,2017-07-01 09:45:00,705.9111762196392,-1529.8506396791145,2696.283395156721,335,2017-06-30 23:45:01
40,2017-07-01 10:00:00,701.4799421166365,-1582.966543736557,2847.5085219770826,350,2017-06-30 23:45:01
41,2017-07-01 10:15:00,701.3221900149233,-1383.43057401231,2850.409531463364,376,2017-06-30 23:45:01
42,2017-07-01 10:30:00,708.9887559574624,-1590.2429047185744,2955.313831528511,406,2017-06-30 23:45:01
43,2017-07-01 10:45:00,727.9150692982244,-1470.4487999246785,2920.1256363344955,498,2017-06-30 23:45:01
44,2017-07-01 11:00:00,761.1655472213442,-1455.5264482352463,2938.7064493827384,568,2017-06-30 23:45:01
45,2017-07-01 11:15:00,811.1957872781995,-1403.005416912695,2900.907909013964,711,2017-06-30 23:45:01
46,2017-07-01 11:30:00,879.6505199910541,-1330.931708995438,3092.0736758317425,906,2017-06-30 23:45:01
47,2017-07-01 11:45:00,967.2130950933599,-1173.2765245284988,3057.1157291579375,1014,2017-06-30 23:45:01
48,2017-07-01 12:00:00,1073.5189111568582,-1134.3144675124022,3141.388461548311,915,2017-06-30 23:45:01
49,2017-07-01 12:15:00,1197.1408774866259,-897.0018779730336,3349.855750775178,768,2017-06-30 23:45:01
50,2017-07-01 12:30:00,1335.650018961534,-828.98947742574,3360.7276485907614,790,2017-06-30 23:45:01
51,2017-07-01 12:45:00,1485.7490325178917,-642.527265364391,3543.918467262999,897,2017-06-30 23:45:01
52,2017-07-01 13:00:00,1643.471355252409,-604.2752905569266,3745.245869373587,1132,2017-06-30 23:45:01
53,2017-07-01 13:15:00,1804.4334733692983,-377.2483450200021,3947.313894158218,1546,2017-06-30 23:45:01
54,2017-07-01 13:30:00,1964.1241351548808,-214.49149291402904,4044.155181235552,2589,2017-06-30 23:45:01
55,2017-07-01 13:45:00,2118.2111246681784,-66.98455057144783,4352.767378431761,3624,2017-06-30 23:45:01
56,2017-07-01 14:00:00,2262.844536466744,182.54624839583332,4436.510331345376,4459,2017-06-30 23:45:01
57,2017-07-01 14:15:00,2394.9351973519006,186.91451321730136,4486.652435551197,4173,2017-06-30 23:45:01
58,2017-07-01 14:30:00,2512.3880618471862,355.9325825140327,4476.590009812527,3902,2017-06-30 23:45:01
59,2017-07-01 14:45:00,2614.272999771022,404.6839522939557,4741.570836835051,4363,2017-06-30 23:45:01
60,2017-07-01 15:00:00,2700.919246782082,718.1991245219921,4887.624868139298,4259,2017-06-30 23:45:01
61,2017-07-01 15:15:00,2773.924653344219,595.1485920338181,4813.5810247311665,1927,2017-06-30 23:45:01
62,2017-07-01 15:30:00,2836.0764415441054,696.1616265616766,5033.3758180504465,1715,2017-06-30 23:45:01
63,2017-07-01 15:45:00,2891.186077942906,791.9826746500037,5046.935189257316,1881,2017-06-30 23:45:01
64,2017-07-01 16:00:00,2943.846719979127,722.1541378206887,5045.788825117644,1774,2017-06-30 23:45:01
65,2017-07-01 16:15:00,2999.1270832040623,665.5013851697023,5086.221546586854,1826,2017-06-30 23:45:01
66,2017-07-01 16:30:00,3062.2201500057104,850.7766276173078,5039.060534982462,2005,2017-06-30 23:45:01
67,2017-07-01 16:45:00,3138.0685696724163,998.0598585803025,5433.456407632021,2448,2017-06-30 23:45:01
68,2017-07-01 17:00:00,3230.9906525558645,1035.1586001477754,5503.236257352422,3709,2017-06-30 23:45:01
69,2017-07-01 17:15:00,3344.3313683953074,1245.8621341096193,5468.808298451942,6531,2017-06-30 23:45:01
70,2017-07-01 17:30:00,3480.161680215883,1279.8289782583324,5606.443653767991,8312,2017-06-30 23:45:01
71,2017-07-01 17:45:00,3639.0469226643663,1488.887300394632,5644.051751493118,7664,2017-06-30 23:45:01
72,2017-07-01 18:00:00,3819.9009267542388,1743.8914035682074,6057.205320658274,7365,2017-06-30 23:45:01
73,2017-07-01 18:15:00,4019.9374428799924,2040.081361094218,6246.044557495256,6891,2017-06-30 23:45:01
74,2017-07-01 18:30:00,4234.724455380347,2095.395737529456,6517.364629196673,8026,2017-06-30 23:45:01
75,2017-07-01 18:45:00,4458.3405798605145,2212.061019822441,6653.797248642563,3648,2017-06-30 23:45:01
76,2017-07-01 19:00:00,4683.626315429482,2537.580278014351,6820.62391891524,2617,2017-06-30 23:45:01
77,2017-07-01 19:15:00,4902.516893942857,2773.9479908947696,6960.339543769789,2558,2017-06-30 23:45:01
78,2017-07-01 19:30:00,5106.438223975081,2997.8944945923267,7244.244679103085,3068,2017-06-30 23:45:01
79,2017-07-01 19:45:00,5286.743305593595,3054.1946351970087,7432.784234444272,4442,2017-06-30 23:45:01
80,2017-07-01 20:00:00,5435.163777314837,3293.2215008422804,7542.345569842194,5538,2017-06-30 23:45:01
81,2017-07-01 20:15:00,5544.250108930959,3390.210833807671,7888.012559720967,5267,2017-06-30 23:45:01
82,2017-07-01 20:30:00,5607.774471942373,3572.4642814388617,7787.267194451203,5182,2017-06-30 23:45:01
83,2017-07-01 20:45:00,5621.0724619121465,3456.2825695124593,7760.489486928218,5004,2017-06-30 23:45:01
84,2017-07-01 21:00:00,5581.303481450283,3373.726766857173,7692.489476115271,4551,2017-06-30 23:45:01
85,2017-07-01 21:15:00,5487.614490738903,3337.036328395105,7576.590595457561,4178,2017-06-30 23:45:01
86,2017-07-01 21:30:00,5341.197677208665,3046.418760726612,7521.044973509895,4597,2017-06-30 23:45:01
87,2017-07-01 21:45:00,5145.239014920697,3120.6801049604196,7347.737228673133,2245,2017-06-30 23:45:01
88,2017-07-01 22:00:00,4904.761266471814,2721.102784574518,7136.360214249627,1671,2017-06-30 23:45:01
89,2017-07-01 22:15:00,4626.371304713141,2380.215690955461,6782.22429150764,2243,2017-06-30 23:45:01
90,2017-07-01 22:30:00,4317.927297692102,2342.5557770446503,6623.188473175587,2913,2017-06-30 23:45:01
91,2017-07-01 22:45:00,3988.1459528161568,1771.181889592365,6152.920879138111,3264,2017-06-30 23:45:01
92,2017-07-01 23:00:00,3646.1733588377992,1503.7889633626178,5807.876687656924,3272,2017-06-30 23:45:01
93,2017-07-01 23:15:00,3301.1448037467844,1010.0331403996813,5480.209466665273,3058,2017-06-30 23:45:01
94,2017-07-01 23:30:00,2961.7591746651965,886.3290773130387,5104.783783305561,2533,2017-06-30 23:45:01
95,2017-07-01 23:45:00,2635.8921609830036,480.6882896009516,4881.235618593436,2029,2017-06-30 23:45:01
96,2017-07-01 12:00:00,908.2042654050467,-925.4199922725613,2948.4715530821322,915,2017-07-01 11:45:01
97,2017-07-01 12:15:00,1031.8426124265916,-942.6243250648341,3102.9441685643305,768,2017-07-01 11:45:01
98,2017-07-01 12:30:00,1168.024823560658,-963.6309838723832,3236.3122106088113,790,2017-07-01 11:45:01
99,2017-07-01 12:45:00,1313.7350052925308,-613.483768067682,3263.1335595810883,897,2017-07-01 11:45:01
100,2017-07-01 13:00:00,1465.4094605735863,-552.6960673345128,3501.5216711895287,1132,2017-07-01 11:45:01
101,2017-07-01 13:15:00,1619.1592499462456,-485.4720898300389,3499.361167271854,1546,2017-07-01 11:45:01
102,2017-07-01 13:30:00,1771.0237914578559,-276.4623597319206,3714.987366120044,2589,2017-07-01 11:45:01
103,2017-07-01 13:45:00,1917.2386884354096,-79.50882899398229,3773.9884930980706,3624,2017-07-01 11:45:01
104,2017-07-01 14:00:00,2054.4994710030096,-39.204399813041654,3944.643748179781,4459,2017-07-01 11:45:01
105,2017-07-01 14:15:00,2180.2026645396327,182.6821306410075,4129.364540514864,4173,2017-07-01 11:45:01
106,2017-07-01 14:30:00,2292.646607971601,275.6868365434942,4386.787009076008,3902,2017-07-01 11:45:01
107,2017-07-01 14:45:00,2391.176685532138,156.79611810880925,4369.942317567631,4363,2017-07-01 11:45:01
108,2017-07-01 15:00:00,2476.2629820267866,410.4037445620105,4564.733457898017,4259,2017-07-01 11:45:01
109,2017-07-01 15:15:00,2549.502610585193,575.0394289587642,4671.381816617599,1927,2017-07-01 11:45:01
110,2017-07-01 15:30:00,2613.543834328202,502.1640179761157,4533.478224536635,1715,2017-07-01 11:45:01
111,2017-07-01 15:45:00,2671.934273843647,645.918305187889,4605.786160395605,1881,2017-07-01 11:45:01
112,2017-07-01 16:00:00,2728.9006372421527,719.9207924306436,4797.102078929054,1774,2017-07-01 11:45:01
113,2017-07-01 16:15:00,2789.072167822137,953.7075495312383,4815.752237315037,1826,2017-07-01 11:45:01
114,2017-07-01 16:30:00,2857.1640632748745,727.6855933381263,4875.461376747424,2005,2017-07-01 11:45:01
115,2017-07-01 16:45:00,2937.640187572164,899.7924384392913,4857.035983929477,2448,2017-07-01 11:45:01
116,2017-07-01 17:00:00,3034.3762661046403,928.7941101390443,4968.652471719648,3709,2017-07-01 11:45:01
117,2017-07-01 17:15:00,3150.3452688403277,1160.2674069774487,5073.972276943229,6531,2017-07-01 11:45:01
118,2017-07-01 17:30:00,3287.3458056218233,1244.7410824291378,5251.835966706422,8312,2017-07-01 11:45:01
119,2017-07-01 17:45:00,3445.7921099550877,1381.9812412585502,5398.577333254776,7664,2017-07-01 11:45:01
120,2017-07-01 18:00:00,3624.5807068555455,1646.1112445379597,5859.697365550921,7365,2017-07-01 11:45:01
121,2017-07-01 18:15:00,3821.044351116663,1891.1559903151785,5849.416383807862,6891,2017-07-01 11:45:01
122,2017-07-01 18:30:00,4030.998575132271,2010.4143743621964,6183.079031672529,8026,2017-07-01 11:45:01
123,2017-07-01 18:45:00,4248.880515652562,2332.10753114743,6330.300760662079,3648,2017-07-01 11:45:01
124,2017-07-01 19:00:00,4467.973972191126,2396.607320534151,6315.157469158612,2617,2017-07-01 11:45:01
125,2017-07-01 19:15:00,4680.7092430609155,2807.5501239863247,6838.691411568599,2558,2017-07-01 11:45:01
126,2017-07-01 19:30:00,4879.0215412158705,2756.8960730393774,6897.52454735555,3068,2017-07-01 11:45:01
127,2017-07-01 19:45:00,5054.748012938705,2998.7029780820544,7133.78622403676,4442,2017-07-01 11:45:01
128,2017-07-01 20:00:00,5200.040827271351,3171.3093489027474,7165.912871743066,5538,2017-07-01 11:45:01
129,2017-07-01 20:15:00,5307.772621422035,3267.4272879579535,7463.111785710367,5267,2017-07-01 11:45:01
130,2017-07-01 20:30:00,5371.910876742759,3328.6014518858724,7384.049708971052,5182,2017-07-01 11:45:01
131,2017-07-01 20:45:00,5387.839535098254,3338.8342824133088,7477.474160723825,5004,2017-07-01 11:45:01
132,2017-07-01 21:00:00,5352.609240669041,3387.3463265610835,7278.27991635351,4551,2017-07-01 11:45:01
133,2017-07-01 21:15:00,5265.101817090339,3286.813715958485,7129.8225945478025,4178,2017-07-01 11:45:01
134,2017-07-01 21:30:00,5126.09969271906,3190.4799699202495,7257.4865968050835,4597,2017-07-01 11:45:01
135,2017-07-01 21:45:00,4938.256645892441,2872.1477520702147,6919.771493914526,2245,2017-07-01 11:45:01
136,2017-07-01 22:00:00,4705.972098430915,2841.758643213489,6767.117695331226,1671,2017-07-01 11:45:01
137,2017-07-01 22:15:00,4435.176868340261,2340.5659635689626,6622.248161781996,2243,2017-07-01 11:45:01
138,2017-07-01 22:30:00,4133.043445257009,2050.6880992818765,6012.281270908274,2913,2017-07-01 11:45:01
139,2017-07-01 22:45:00,3807.6381555904836,2017.2918100357092,5889.415875714575,3264,2017-07-01 11:45:01
140,2017-07-01 23:00:00,3467.535767004392,1394.5995849482354,5434.408049262198,3272,2017-07-01 11:45:01
141,2017-07-01 23:15:00,3121.4189625500712,1166.2874212212118,5064.396788008506,3058,2017-07-01 11:45:01
142,2017-07-01 23:30:00,2777.6855838224574,872.7756785863958,4850.161726433268,2533,2017-07-01 11:45:01
143,2017-07-01 23:45:00,2444.085583297368,445.42583209481353,4303.249510614291,2029,2017-07-01 11:45:01
144,2017-07-02 00:00:00,2127.407328039286,6.920394886634471,4033.3626447143515,1557,2017-07-01 11:45:01
145,2017-07-02 00:15:00,1833.2294197016922,-132.22903130240914,3805.435910791003,1098,2017-07-01 11:45:01
146,2017-07-02 00:30:00,1565.7497755047166,-661.4260393983641,3615.212663282504,951,2017-07-01 11:45:01
147,2017-07-02 00:45:00,1327.6986643446585,-737.5123027588193,3275.858444113198,912,2017-07-01 11:45:01
148,2017-07-02 01:00:00,1120.3370333104322,-1035.6717817383862,3105.0802053666525,805,2017-07-01 11:45:01
149,2017-07-02 01:15:00,943.53615266082,-1187.2566168542069,2920.4663969706426,786,2017-07-01 11:45:01
150,2017-07-02 01:30:00,795.9296938370746,-1260.5456287464328,2828.67436994278,494,2017-07-01 11:45:01
151,2017-07-02 01:45:00,675.1251490450352,-1279.238454071069,2784.758221705488,293,2017-07-01 11:45:01
152,2017-07-02 02:00:00,577.9582578434963,-1509.66210994221,2605.115012202162,220,2017-07-01 11:45:01
153,2017-07-02 02:15:00,500.772027995514,-1387.1216613845345,2405.486007986405,137,2017-07-01 11:45:01
154,2017-07-02 02:30:00,439.7011289577158,-1467.6988683422674,2435.545949918789,71,2017-07-01 11:45:01
155,2017-07-02 02:45:02,390.84560410184554,-1706.9762323825403,2381.3841670801653,41,2017-07-01 11:45:01
156,2017-07-02 03:00:03,350.87621439492386,-1749.2909747115848,2222.28558947593,39,2017-07-01 11:45:01
157,2017-07-02 03:15:02,316.7957100617116,-1710.179318938436,2184.8211912357174,44,2017-07-01 11:45:01
158,2017-07-02 03:30:02,286.12441276295954,-1822.2737293102564,2165.26357085927,33,2017-07-01 11:45:01
159,2017-07-02 03:45:04,257.2026371498241,-1741.7304491286216,2310.025086118824,29,2017-07-01 11:45:01
160,2017-07-02 04:00:10,229.07337605263638,-1730.9398768911212,2376.781673855679,21,2017-07-01 11:45:01
161,2017-07-02 04:15:21,201.51207054977317,-1734.4108013742702,2228.818824851257,15,2017-07-01 11:45:01
162,2017-07-02 04:30:23,175.3424493031589,-1944.0818466218252,2220.4884203267616,16,2017-07-01 11:45:01
163,2017-07-02 04:45:06,151.63471456849265,-1785.075103119078,2359.0685430568387,27,2017-07-01 11:45:01
164,2017-07-02 05:00:07,130.52352524018534,-2041.7150372229812,2125.933833349888,26,2017-07-01 11:45:01
165,2017-07-02 05:15:01,113.88452582012428,-1935.2979264265575,2088.7199926729354,22,2017-07-01 11:45:01
166,2017-07-02 05:30:01,102.65008018766275,-1886.6335301869885,2247.9938533654504,28,2017-07-01 11:45:01
167,2017-07-02 05:45:01,97.90692973592809,-1836.9343016174523,2032.6094438785126,36,2017-07-01 11:45:01
168,2017-07-02 06:00:01,100.25318259148753,-1953.1085505050241,2087.60507822154,40,2017-07-01 11:45:01
169,2017-07-02 06:15:00,109.81944050601146,-1807.4714926717113,2189.956583895216,50,2017-07-01 11:45:01
170,2017-07-02 06:30:00,126.2753316214837,-1850.8469385364924,2209.802140518025,54,2017-07-01 11:45:01
171,2017-07-02 06:45:01,148.79889451678378,-1812.8670237209599,2123.918335938245,76,2017-07-01 11:45:01
172,2017-07-02 07:00:00,176.0269278358901,-1754.919012456273,2370.769081443107,76,2017-07-01 11:45:01
173,2017-07-02 07:15:00,206.42727998197802,-1736.5606850366885,2207.2187489368225,56,2017-07-01 11:45:01
174,2017-07-02 07:30:00,238.15538399206912,-1753.9602871166678,2292.745704206197,55,2017-07-01 11:45:01
175,2017-07-02 07:45:00,269.3539909818021,-1705.3383532335047,2348.4181109415827,68,2017-07-01 11:45:01
176,2017-07-02 08:00:00,298.29643415545047,-1780.828107866308,2197.6985452845493,63,2017-07-01 11:45:01
177,2017-07-02 08:15:01,323.58001656406464,-1679.3389533519667,2581.660311958877,68,2017-07-01 11:45:01
178,2017-07-02 08:30:01,344.16818039317627,-1761.3008642883578,2350.9059541760444,76,2017-07-01 11:45:01
179,2017-07-02 08:45:00,359.6655298396313,-1738.8290396166412,2438.3572998279624,62,2017-07-01 11:45:01
180,2017-07-02 09:00:00,370.3404177754371,-1764.5199907389124,2431.186514231373,78,2017-07-01 11:45:01
181,2017-07-02 09:15:00,377.0807796036597,-1733.7313655340083,2421.9846835075587,81,2017-07-01 11:45:01
182,2017-07-02 09:30:00,381.4442450847198,-1687.8154627300169,2489.350908337127,80,2017-07-01 11:45:01
183,2017-07-02 09:45:02,385.5709060937645,-1552.8007500273998,2357.978675862607,76,2017-07-01 11:45:01
184,2017-07-02 10:00:01,392.01231594689716,-1570.1363094111643,2418.433875936023,88,2017-07-01 11:45:01
185,2017-07-02 10:15:00,403.62332472047683,-1583.857321378927,2313.5163914258846,72,2017-07-01 11:45:01
186,2017-07-02 10:30:02,423.40736756907336,-1667.0935818828807,2436.7815946433366,81,2017-07-01 11:45:01
187,2017-07-02 10:45:00,453.9869756157111,-1733.408825786664,2331.06784726414,88,2017-07-01 11:45:01
188,2017-07-02 11:00:02,498.0913923132191,-1520.5867675282914,2442.1547917520297,84,2017-07-01 11:45:01
189,2017-07-02 11:15:01,557.3035734138784,-1288.5662983269724,2623.3958315118816,79,2017-07-01 11:45:01
190,2017-07-02 11:30:00,632.9361401210265,-1375.5815920851653,2707.177920509423,68,2017-07-01 11:45:01
191,2017-07-02 11:45:01,725.5730665821859,-1256.388461528734,2899.5796408671886,68,2017-07-01 11:45:01
